Phone3Name,PhoneNumberBusinessLine,TemporaryMessage,MailingAttentionName,LastVerifiedByPhoneNumber,ExcludeFromWebsite,RecordOwner,OfficialName,PhysicalPostalCode,MadeInactiveOn,CapacityType,Longitude,PreferredProvider,LastVerificationApprovedBy,SeniorWorkerName,AvailableForDirectory,PhysicalStateProvince,SeniorWorkerPhoneNumber,AnnualBudgetTotal,OtherCity,MailingAddress1,MailingAddress2,OtherPostalCode,PhoneFax,PhoneNumberOutOfArea,ParentAgency,MainContactEmailAddress,TaxonomyTerms,Latitude,OtherStateProvince,ConnectsToSiteNum,PhysicalLocationDescription,ParentAgencyNum,DocumentsRequired,YearIncorporated,FEIN,Hours,Match Type,TaxonomyTermsNotDeactivated,TaxonomyTerm,BusServiceAccess,LegalStatus,Categories,Phone4Number,ApplicationProcess,TaxonomyCodes,UpdatedOn,MailingCountry,990 Name,PhysicalCountry,AlternateName,Phone1Number,LastVerifiedByEmailAddress,Phone5Number,Phone3Number,AgencyStatus,InternalNotesForEditorsAndViewers,MainContactName,PhysicalAddress2,PhysicalAddress1,InternalNotes,AgencyDescription,HoursOfOperation,MailingPostalCode,TaxonomyLevelName,ResourceAgencyNum,LastVerifiedByName,Phone2Name,HighlightedResource,AvailableForReferral,DisabilitiesAccess,PublicName,SeniorWorkerTitle,ResourceInfo,Coverage,LastVerifiedByTitle,ServiceNotAlwaysAvailability,ExcludeFromDirectory,OtherCountry,IRSStatus,EmailAddressMain,TemporaryMessageAppears,SeniorWorkerEmailAddress,PhysicalCity,MainContactType,ConnectsToProgramNum,PhoneTollFree,PhoneTTY,AgencyClassification,FeeStructureSource,OtherCounty,Phone4Name,EnteredOn,SearchHints,EIN,Phone2Number,PhoneNumberHotline,CoverageArea,TemporaryMessageExpires,MailingStateProvince,WebsiteAddress,PhysicalCounty,Phone5Description,PublicAccessTransportation,AvailableForResearch,OtherAddress2,OtherAddress1,LastVerifiedOn,MailingCity,MainContactPhoneNumber,ServiceCapacity,MainContactTitle,LanguagesOffered,LicenseAccreditation,Phone1Name,CoverageAreaText,SourceOfFunds,PhoneNumberAfterHours,Eligibility
,,,Metro Police Boys & Girls Clubs,,No,DCAP,,20019,,,-76.939062,FALSE,Awilda Ortiz,,,DC,,,,4103 Benning Rd Ne,,,(202) 397-1301,,"Metropolitan Police Boys' and Girls' Clubs, DC",,Education; Individual and Family Life - Leisure Activities; Individual and Family Life - Leisure Activities - Recreational/Leisure/Arts Instruction; Individual and Family Life - Leisure Activities - Recreation Related Subsidies - Recreational/Leisure/Arts,38.89125,DC,,,372012,,,,,,Education; Individual and Family Life - Leisure Activities; Individual and Family Life - Leisure Activities - Recreational/Leisure/Arts Instruction; Individual and Family Life - Leisure Activities - Recreation Related Subsidies - Recreational/Leisure/Arts,Education; Leisure Activities; Recreational/Leisure/Arts Instruction; Recreational/Leisure/Arts Instruction Subsidies; Sports/Leisure Aids; Athletic Clubs; Auxiliaries; Recreation Centers; ,Transportation Available: 7                      ,None or unknown,Leisure-Dance; Leisure-Arts; Education-Tutoring; Recreation*; Family Support; Education General; Recreation-Youth; Leisure; Leisure-Athletics; Leisure-Physical Fitness; Teen Development; Leisure-Music; Volunteer Opportunities; Leisure-Youth;,,"Telephone, Walk-In (Locate Clubsites online)",H; PL; PL-7400; PL-6900.7000; LH-0600.7000-800; PL-6400.6750-050; TD-1400.0500; PL-6400.7000-700,12/8/11 19:43,United States,,United States,,(202) 540-2300,,,,Active,,,,"4103 Benning Road, NE","Key contact for Answers, Please!  Neal Owns, Director of Programs  Telephone:  (202) 397-2582        Fax:  (202)399-7945","Provides relevant social, educational, recreational, and athletic programs for youth ages 6-18.  Programs include arts and crafts, sewing, music, dance, tutoring, peer leadership, counseling, family activities, and team sports such as football, baseball, ","School Year- 3:30 pm - 8:00 pm,  Monday - Friday; 9:00 am - 4:00 pm, Saturdays; Summer- 9:00 am - 4:00 pm, Monday - Friday",20019,Program,372780,Awilda Ortiz,,FALSE,,NE                     ,Metropolitan Police Boys' and Girls' Clubs,,,MD - Anacostia County; ,,,No,United States,None or unknown,,,jbeaner@bgcgw.org,Washington,,,,,,Please inquire                                                                                                        ,,,6/21/99 0:00,372780,,,,District of Columbia,,DC,http://www.bgcgw.org,District Of Columbia,,,,,,12/8/11 0:00,Washington,,,,English,,Intake Number,,,,6-18 years old and a DC resident
,,,Metro Police Department Mp Boy's And Girl's Clubs (Summer Camp),,No,DCAP,,20019,,,-76.939062,FALSE,Awilda Ortiz,,,DC,,,,4103 Benning Rd Ne,,,(202) 397-1301,,"Metropolitan Police Boys' and Girls' Clubs, DC",,Individual and Family Life - Leisure Activities - Parks/Recreation Areas - Camps; Individual and Family Life - Leisure Activities; Individual and Family Life - Leisure Activities - Recreational/Leisure/Arts Instruction; Individual and Family Life - Leisur,38.89125,DC,,,372012,,,,,,Individual and Family Life - Leisure Activities - Parks/Recreation Areas - Camps; Individual and Family Life - Leisure Activities; Individual and Family Life - Leisure Activities - Recreational/Leisure/Arts Instruction; Individual and Family Life - Leisur,Camps; Leisure Activities; Recreational/Leisure/Arts Instruction; Recreational/Leisure/Arts Instruction Subsidies; Sports/Leisure Aids; ,Transportation Available: 7                      ,None or unknown,Recreation*; Volunteer Opportunities; Leisure-Youth; Recreation-Youth; Leisure; Camps;,,Telephone,PL-6400.1500; PL; PL-7400; PL-6900.7000; LH-0600.7000-800,12/8/11 19:54,United States,,United States,"MPBGC, BGCGW",(202) 540-2307,,,,Active,,,,"4103 Benning Road, NE","Key contact for Answers, Please!  Neal Owns, Director of Programs  Telephone:  (202) 397-2582        Fax:  (202)399-7945","Operates a summer camp for 1,500 young people ages 7-13, located in Scotland, Maryland.","School days:  3:30 pm - 9:00 pm,  Monday - Friday; 9:00 am - 4:00 pm, Saturdays; Summer: 11:00 am - 9:00 pm , Monday - Friday",20019,Program,372995,Awilda Ortiz,,FALSE,,NE                     ,Metropolitan Police Boys' and Girls' Clubs - Camp Brown,,,MD - Anacostia County; ,,,No,United States,None or unknown,,,jbeaner@bgcgw.org,Washington,,,,,,No fee                                                                                                                        ,,,7/14/99 0:00,372995,,,,District of Columbia,,DC,http://www.bgcgw.org,District Of Columbia,,,,,,12/8/11 0:00,Washington,,,,Accommodated as needed,,Intake Number,,,,Ages 7-13
,,,Metro Police Boys & Girls Clubs Dc,,No,DCAP,,20019,,,-76.939062,FALSE,Zina Anderson,                    ,,DC,,,,4103 Benning Rd Ne,,,(202) 397-1301,,"Metropolitan Police Boys' and Girls' Clubs, DC",,,38.89125,DC,,,0,,,,,,,,,None or unknown,,,,,5/25/12 12:20,United States,,United States,,(202)540-2300,,,,Active,,,,"4103 Benning Road, NE","Provides relevant and social educational, recreational, and athletic programs for youth ages 6-18.","<p>Themission of Boys &amp; Girls Clubs of Greater Washington is to help boys and girls of all backgrounds, especially those who need us most, build confidence, develop character and acquire the skills needed to become productive, civic-minded, responsibl","School days:  3:30 pm - 9:00 pm,  Monday - Friday; 9:00 am - 5:00 pm, Saturdays; Summer: 11:00 am - 9:00 pm , Monday - Friday               ",20019,Agency,372012,Zina Anderson,,FALSE,,,"Metropolitan Police Boys' and Girls' Clubs, DC",      ,,,,,No,United States,None or unknown,,,jbeaner@bgcgw.org,Washington,,,,,,,,,6/21/99 0:00,372012,,,,,,DC,http://www.bgcgw.org,District Of Columbia,,,,,,4/5/12 0:00,Washington,,,,,,Main Number                             ,,,,Please inquire for age restrictions
,,,Miriam's House,,No,DCAP,,,,,-77.213088,FALSE,Awilda Ortiz,                      ,,DC,,,,Po Box 73618,,,(202) 662-4638,,Miriam's House,,,38.833193,DC,,,0,,,,,,,,,None or unknown,,,,,10/18/11 13:35,United States,,United States,,(202) 667-1758 Press 2,,,,Active,,,,Confidential,"Provides compassionate attention to the medical, emotional, and spiritual needs of homeless women with AIDS (some with children) in a safe, clean residential setting.","Provides compassionate attention to the medical, emotional, and spiritual needs of homeless women with AIDS (some with children) in a safe, clean residential setting.",Open 24 hours                                                                                                                               ,20056,Agency,371900,,,FALSE,,,Miriam's House,                 ,,,,,No,United States,None or unknown,,,,Washington,,,,,,,,,6/14/99 0:00,371900,,,,,,DC,,District Of Columbia,,,,,,10/18/11 0:00,Washington,,,,,,Administrative Office,,,,
,,,Miriam's House Inc,,No,DCAP,,20056,,,-76.9846,FALSE,Zina Anderson,Sam Collins,,DC,,,,Po Box 73618,,,(202) 662-4638,,Miriam's House,,Basic Needs - Housing/Shelter - Emergency Shelter - Homeless Shelter; Basic Needs - Housing/Shelter - Transitional Housing/Shelter,38.90546,-1,,,371900,,,,,,Basic Needs - Housing/Shelter - Emergency Shelter - Homeless Shelter; Basic Needs - Housing/Shelter - Transitional Housing/Shelter,Homeless Shelter; Transitional Housing/Shelter; ,,None or unknown,"Homeless-Women; HIV, AIDS-Residences; Shelter-Transitional; Substance Abuse-Counseling; Homeless General; Housing*; HIV, AIDS General; Homeless-Men; Shelter-Emergency, Women; Shelter-Emergency, Families; Homeless-Families; Housing-Com. Res. Facil. (CRF); ",,Referral required from case manager or social worker,BH-1800.8500; BH-8600,5/31/12 12:23,United States,,United States,,(202) 797-7797,,,,Active,,,,Confidential,"Key contact person for Answers, Please!  Michelle Linzy - Program Director  Telephone:  (202) 667-1758; Fax (202) 667-4638","Provides a home for homeless women living with AIDS (and their children) in a residential setting.<span style=COLOR: rgb(0,0,0)> Miriams House provides women with a holistic space to overcome homelessness, addictions, and stabilize their health. The two b",Open 24 hours,20056,Program,372518,Zina Anderson,,FALSE,,,Miriam's House,Executive Director,,MD - Downtown County; ,,,No,United States,None or unknown,scollins@miriamshouse.org,,,Washington,,,,,,"Sliding scale, 30% of income; $0 if no income                                                                                 ",,,,372518,,,,District of Columbia,,DC,http://www.miriamshouse.org/,District Of Columbia,,,,,,5/6/12 0:00,Washington,,,,,,Confidential voice mail,,,,"Women, ages 18 and older, with children ages 12 and under, homeless, medical diagnosis of AIDS, willing to stay clean and sober"
Alternative Number                      ,,,Miriam's Kitchen,,No,DCAP,,20037,,,-77.05078,FALSE,Zina Anderson,Scott Schenkelberg                 ,,DC,,,,2401 Virginia Av Nw,,,(202) 835-8376,,Miriam's Kitchen,,,38.901566,DC,,,0,,,,,,,,,None or unknown,,,,,6/26/12 10:17,United States,,United States,,(202) 452-8926,,,,Active,,,,"2401 Virginia Avenue, NW",,"Provides a hot, nutritious breakfast and a sense of community to homeless individuals in the Foggy Bottom District.","Office Hours: 8:00 am - 4:00 pm, Monday - Friday                                                                                                          ",20037,Agency,372079,zina anderson,,FALSE,,,Miriam's Kitchen,Executive Director                 ,,,,,No,United States,None or unknown,info@miriamskitchen.org,,,Washington,,,,,,,,,7/22/99 0:00,372079,,(202) 452-8089,,,,DC,http://www.miriamskitchen.org,District Of Columbia,,,,,,6/15/12 0:00,Washington,,,,,,Office Number                           ,,,,
,,,Miriam's Kitchen,,No,DCAP,,20037,,,-77.05078,FALSE,Zina Anderson,Scott Schenkelberg,,DC,,,,2401 Virginia Ave Nw,,,(202) 835-8376,,Miriam's Kitchen,,Basic Needs - Food - Meals - Soup Kitchens,38.901566,DC,,,372079,,,,,,Basic Needs - Food - Meals - Soup Kitchens,Soup Kitchens; ,Transportation Available: 2                      ,None or unknown,"Food-Congregate Meals; Birth Certificates; Volunteer Opportunities; Food*; Volunteer Recruit, Placement; Homeless General;",,Walk-In,BD-5000.8300,6/26/12 10:19,United States,,United States,,(202) 452-8926,,,,Active,,,,"2401 Virginia Avenue, NW","Key Contact Person for Answers, Please!    Phone:  (202)452-8926  Fax: (202)452-8926",Provides a hot nutritious breakfast to homeless men and women.  Offers assistance with accessing other social service programs such as mental health and substance abuse programs.   Also provides help with acquiring birth certificates or non-driver's ident,"Office Hours: 8:00 am - 4:00 pm, Monday - Friday",20037,Program,373763,vaniqua peyton,Alternative Number,FALSE,,NW                     ,Miriam's Kitchen,Executive Director,,MD - Downtown County; ,,,No,United States,None or unknown,info@miriamskitchen.org,,,Washington,,,,,,No fee                                                                                                                        ,,,12/26/00 0:00,373763,,(202) 452-8089,,Foggy Bottom,,DC,http://www.miriamskitchen.org,District Of Columbia,,,,,,6/15/12 0:00,Washington,,,,English; Spanish,,Main Number,,,,None
,,,Miriam's After Breakfast Groups,,No,DCAP,,20037,,,-77.05078,FALSE,Zina Anderson,Scott Schenkelberg,,DC,,,,2401 Virginia Ave Nw,,,(202) 835-8376,,Miriam's Kitchen,,Basic Needs - Housing/Shelter - Emergency Shelter - Homeless Drop In Centers,38.901566,DC,,,372079,,,,,,Basic Needs - Housing/Shelter - Emergency Shelter - Homeless Drop In Centers,Homeless Drop In Centers; ,Transportation Available: 2                      ,None or unknown,"Homeless General; Volunteer Recruit, Placement; Leisure-Arts; Volunteer Opportunities;",,"Walk-In, ask for the Program Director",BH-1800.3500,6/26/12 10:18,United States,,United States,,(202) 452-8926,,,,Active,,,,"2401 Virginia Avenue, NW",,Attempts to provide an outlet for the voices of the homeless to be heard.  Encourages those who breakfast at Miriam's Kitchen to develop their creative abilities and to express themselves through art and writing.<br /><br />Home visits: Foggy Bottom      ,"6:30:00 am - 8:00 am, Monday, Wednesday, Thursday",20037,Program,373026,vaniqua peyton,Alternative Number,FALSE,,NW                     ,Miriam's Kitchen - Miriam's After Breakfast Groups,Executive Director,,MD - Downtown County; ,,,No,United States,None or unknown,info@miriamskitchen.org,,,Washington,,,,,,No fee                                                                                                                        ,,,7/22/99 0:00,373026,,(202) 452-8089,,Foggy Bottom,,DC,http://www.miriamskitchen.org,District Of Columbia,,,,,,6/15/12 0:00,Washington,,,,English; Spanish,,Office Number,,,,none
Shelter                                 ,,,"Missionaries Of CharitySISTER EVA SHALINI, MC                       ",,No,DCAP,,20032,,,-77.000212,FALSE,Zina Anderson,"Sister Eve Shalini, M.C.           ",,DC,,,,3310 Wheeler Rd Se,,,,,Missionaries of Charity,,,38.835705,DC,,,0,,,,,,,,,None or unknown,,,,,5/31/12 12:23,United States,,United States,Queen of Peace,(202) 562-6890,,,,Active,,,,"3310 Wheeler Road, SE","Provides services to the homeless and those in need.  Religious sisters operate a shelter for pregnant women and their young children, a soup kitchen for the homeless, an after school program and summer day camp.","Provides services to the homeless and those in need. Religious sisters operate a shelter for pregnant women and their young children, a soup kitchen for the homeless, an after school program and summer day camp.","8:30 am - 11:30 am, 3:30 pm - 6:00 pm                                                                                                       ",20032,Agency,372205,Zina Anderson,,FALSE,,,Missionaries of Charity,Superior                           ,,,,,No,United States,None or unknown,,,,Washington,,,,,,,,,3/8/00 0:00,372205,,(202) 561-9624,,,,DC,*no website*,District Of Columbia,,,,,,5/13/12 0:00,Washington,,,,,,Convent                                 ,,,,
,,,"Missionaries Of Charity Sister Eva Shalini, M.C.",,No,DCAP,,20032,,,-77.000212,FALSE,Zina Anderson,"Sister Eve Shalini, M.C.",,DC,,,,"3310 Wheeler Road, SE",,,,,Missionaries of Charity,,Basic Needs - Housing/Shelter - Emergency Shelter - Homeless Shelter; Basic Needs - Food - Meals - Soup Kitchens,38.835705,DC,,,372205,,,,,,Basic Needs - Housing/Shelter - Emergency Shelter - Homeless Shelter; Basic Needs - Food - Meals - Soup Kitchens,Homeless Shelter; Soup Kitchens; ,Transportation Available: 8                      ,None or unknown,"Faith--Focused Assistance; Shelter General; Food*; Food-Congregate Meals; Food-Soup Kitchens; Food-Groceries; Shelter-Emergency, Women; Shelter-Maternity; Shelter-Emergency, Families;",,"Telephone, By Appointment",BH-1800.8500; BD-5000.8300,5/31/12 12:25,United States,,United States,Queen of Peace,(202) 562-6890,,,,Active,,,,"3310 Wheeler Road, SE",,"Provides shelter for pregnant homeless women and their children under the ages of 3 years old.  Also operates a soup kitchen in the mornings for homeless men, women and children.","8:30 am - 11:30 am, 3:30 pm - 6:00pm",20032,Program,373611,Zina Anderson,Shelter Number,FALSE,,SE                     ,Missionaries of Charity - Home for Pregnant Homeless Women,Superior,,MD - Anacostia County; ,,,No,United States,None or unknown,,,,Washington,,,,,,No fee                                                                                                                        ,,,3/8/00 0:00,373611,,(202) 561-9624,,District of Columbia,,DC,no website,District Of Columbia,,,,,,5/13/12 0:00,Washington,,,,English,,Intake Number,,,,Minors must have a parental or Guardian permission form filled out and doctor's statement showing verification of pregnancy
,,,Modest Needs Foundation,,No,DCAP,,10016,,,-73.979114,FALSE,Zina Anderson,Dr Keith Taylor,,NY,,,,115 East 30Th Street,,,,,Catholic Charities ,,,40.745257,,,,371910,,,,,,,,,None or unknown,,,Online at www.modestneeds.org.,,2/29/12 10:10,United States,,United States,,(212) 463-7042,,,,Active,,,,115 East 30Th Street,"CONTACT:  Sarah Martin                    Compliance Officer                     212-463-7042                     115 E 30th Street, New York 110016","Helps people in need, to prevent otherwise self sufficient individuals and families from entering the cycle of poverty with one time emergency assistance entirely online. Remit payment to a vendor for an expense on behalf of an otherwise self sufficient i","9:00 am - 5:00 pm, Monday - Friday  ONLINE APPLICATIONS",10016,Program,373945,,,FALSE,,,Modest Needs Foundation,President/CEO,,MD - Unknown County; ,,,No,-1,None or unknown,general.questions@modestneeds.org,,,New York,,,,,,,,,,373945,,,,DC Area,,NY,http://www.modestneeds.org,New York,,,,,,2/29/12 0:00,New York,,,,,,Main Number,,,,
